sentence,chapter
"""I am afraid I interrupt your solitary ramble, my dear sister?""",52
"said he, as he joined her.",52
"""You certainly do,"" she replied with a smile; ""but it does not follow that the interruption must be unwelcome.""",52
"""I should be sorry indeed, if it were.",52
"_We_ were always good friends; and now we are better.""",52
"""True.",52
"Are the others coming out?""",52
"""I do not know.",52
Mrs. Bennet and Lydia are going in the carriage to Meryton.,52
"And so, my dear sister, I find from our uncle and aunt, that you have actually seen Pemberley.""",52
She replied in the affirmative.,52
"""I almost envy you the pleasure, and yet I believe it would be too much for me, or else I could take it in my way to Newcastle.",52
"And you saw the old housekeeper, I suppose?",52
"Poor Reynolds, she was always very fond of me.",52
"But of course she did not mention my name to you.""",52
"""Yes, she did.""",52
"""And what did she say?""",52
"""That you were gone into the army, and she was afraid had--not turned out well.",52
"At such a distance as _that_, you know, things are strangely misrepresented.""",52
"""Certainly,"" he replied, biting his lips.",52
"Elizabeth hoped she had silenced him; but he soon afterwards said,  ""I was surprised to see Darcy in town last month.",52
We passed each other several times.,52
"I wonder what he can be doing there.""",52
"""Perhaps preparing for his marriage with Miss de Bourgh,"" said Elizabeth.",52
"""It must be something particular, to take him there at this time of year.""",52
"""Undoubtedly.",52
Did you see him while you were at Lambton?,52
"I thought I understood from the Gardiners that you had.""",52
"""Yes; he introduced us to his sister.""",52
"""And do you like her?""",52
"""Very much.""",52
"""I have heard, indeed, that she is uncommonly improved within this year or two.",52
"When I last saw her, she was not very promising.",52
I am very glad you liked her.,52
"I hope she will turn out well.""",52
"""I dare say she will; she has got over the most trying age.""",52
"""Did you go by the village of Kympton?""",52
"""I do not recollect that we did.""",52
"""I mention it, because it is the living which I ought to have had.",52
A most delightful place!--Excellent Parsonage House!,52
"It would have suited me in every respect.""",52
"""How should you have liked making sermons?""",52
"""Exceedingly well.",52
"I should have considered it as part of my duty, and the exertion would soon have been nothing.",52
"One ought not to repine;--but, to be sure, it would have been such a thing for me!",52
"The quiet, the retirement of such a life, would have answered all my ideas of happiness!",52
But it was not to be.,52
"Did you ever hear Darcy mention the circumstance, when you were in Kent?""",52
"""I _have_ heard from authority, which I thought _as good_, that it was left you conditionally only, and at the will of the present patron.""",52
"""You have.",52
"Yes, there was something in _that_; I told you so from the first, you may remember.""",52
"""I _did_ hear, too, that there was a time, when sermon-making was not so palatable to you as it seems to be at present; that you actually declared your resolution of never taking orders, and that the business had been compromised accordingly.""",52
